train_name,route,temperature,weather,day_of_week,holiday,delay_minutes
Udarata Menike,Colombo–Badulla,27,rainy,Friday,No,19
Udarata Menike,Badulla–Colombo,27,rainy,Friday,No,7
Udarata Menike,Colombo–Badulla,23,sunny,Saturday,No,0
Udarata Menike,Badulla–Colombo,23,sunny,Saturday,No,2
Udarata Menike,Colombo–Badulla,24,sunny,Sunday,No,1
Udarata Menike,Badulla–Colombo,24,sunny,Sunday,No,0
Udarata Menike,Colombo–Badulla,26,sunny,Monday,No,0
Udarata Menike,Badulla–Colombo,26,sunny,Monday,No,2
Udarata Menike,Colombo–Badulla,24,cloudy,Tuesday,No,15
Udarata Menike,Badulla–Colombo,24,cloudy,Tuesday,No,0
Udarata Menike,Colombo–Badulla,31,cloudy,Wednesday,No,10
Udarata Menike,Badulla–Colombo,31,cloudy,Wednesday,No,8
Udarata Menike,Colombo–Badulla,27,sunny,Thursday,No,2
Udarata Menike,Badulla–Colombo,27,sunny,Thursday,No,6
Udarata Menike,Colombo–Badulla,26,cloudy,Friday,No,15
Udarata Menike,Badulla–Colombo,26,cloudy,Friday,No,4
Udarata Menike,Colombo–Badulla,32,rainy,Saturday,No,8
Udarata Menike,Badulla–Colombo,32,rainy,Saturday,No,18
Udarata Menike,Colombo–Badulla,22,sunny,Sunday,No,0
Udarata Menike,Badulla–Colombo,22,sunny,Sunday,No,3
Udarata Menike,Colombo–Badulla,25,sunny,Monday,No,0
Udarata Menike,Badulla–Colombo,25,sunny,Monday,No,2
Udarata Menike,Colombo–Badulla,29,rainy,Tuesday,No,6
Udarata Menike,Badulla–Colombo,29,rainy,Tuesday,No,25
Udarata Menike,Colombo–Badulla,25,cloudy,Wednesday,No,5
Udarata Menike,Badulla–Colombo,25,cloudy,Wednesday,No,5
Udarata Menike,Colombo–Badulla,32,rainy,Thursday,No,17
Udarata Menike,Badulla–Colombo,32,rainy,Thursday,No,24
Udarata Menike,Colombo–Badulla,24,cloudy,Friday,No,14
Udarata Menike,Badulla–Colombo,24,cloudy,Friday,No,4
Udarata Menike,Colombo–Badulla,31,cloudy,Saturday,No,8
Udarata Menike,Badulla–Colombo,31,cloudy,Saturday,No,2
Udarata Menike,Colombo–Badulla,30,sunny,Sunday,No,0
Udarata Menike,Badulla–Colombo,30,sunny,Sunday,No,1
Udarata Menike,Colombo–Badulla,22,sunny,Monday,No,2
Udarata Menike,Badulla–Colombo,22,sunny,Monday,No,0
Udarata Menike,Colombo–Badulla,31,rainy,Tuesday,No,13
Udarata Menike,Badulla–Colombo,31,rainy,Tuesday,No,19
Udarata Menike,Colombo–Badulla,22,cloudy,Wednesday,No,6
Udarata Menike,Badulla–Colombo,22,cloudy,Wednesday,No,17
Udarata Menike,Colombo–Badulla,24,cloudy,Thursday,No,5
Udarata Menike,Badulla–Colombo,24,cloudy,Thursday,No,13
Udarata Menike,Colombo–Badulla,29,cloudy,Friday,No,3
